#framerate (fps):	2.00

#Frame	PersID	x/m	y/m	z/m	Individual density(m^(-2))	Individual velocity(m/s)	Voronoi Polygon
00079	 29	 41.1354	 9.3525	 1.2000	 1.0571	 0.9592	 (((412904.077299, 84014.434828), (406131.752764, 93964.428198), (407810.958475, 97396.375765), (414829.365595, 99566.841583), (415835.585295, 98458.883269), (414760.346886, 84244.150851), (414444.169889, 84014.434819), (412904.077299, 84014.434828)))
00079	 46	 41.5327	 10.6960	 1.2000	 1.1000	 0.9303	 (((418742.947316, 116233.874052), (421091.463362, 114527.577263), (421179.752210, 108497.273467), (414837.588751, 100278.031944), (410353.571915, 107235.033340), (418742.947316, 116233.874052)))
00079	 28	 41.9524	 9.2907	 1.2000	 0.9593	 0.9509	 (((419442.825552, 83396.434836), (416433.830008, 83396.434853), (414786.741681, 84593.114581), (415835.585295, 98458.883269), (424119.581946, 97023.361049), (424974.155471, 95349.348566), (419442.825552, 83396.434836)))
00079	 17	 42.1177	 10.2446	 1.2000	 1.3182	 0.9130	 (((424119.581946, 97023.361049), (415835.585295, 98458.883269), (414829.365595, 99566.841583), (414837.588751, 100278.031944), (421179.752210, 108497.273467), (426380.067664, 101951.934041), (424119.581946, 97023.361049)))
00079	 7	 42.6640	 8.9614	 1.2000	 0.6799	 0.9377	 (((429730.169889, 80103.434819), (423549.830008, 80103.434853), (419335.510060, 83165.317552), (424974.155471, 95349.348566), (430791.585341, 93007.561092), (434160.661075, 83322.375045), (429730.169889, 80103.434819)))
00079	 34	 42.7075	 10.7132	 1.2000	 0.8759	 0.9157	 (((423984.830077, 116642.565170), (430005.942810, 116642.565159), (430960.831782, 103551.896421), (426380.067664, 101951.934041), (421179.752210, 108497.273467), (421091.279322, 114540.277501), (423984.830077, 116642.565170)))
00079	 8	 43.0149	 9.8331	 1.2000	 1.2582	 0.9556	 (((434722.720735, 101883.306885), (435508.841221, 98244.692065), (430791.585341, 93007.561092), (424974.155471, 95349.348566), (424119.581946, 97023.361049), (426380.067664, 101951.934041), (430960.831782, 103551.896421), (434722.720735, 101883.306885)))
00079	 39	 43.4286	 10.7658	 1.2000	 0.8350	 0.9310	 (((431195.830077, 117168.565170), (437376.169957, 117168.565159), (438987.175617, 115998.101032), (439495.459859, 105950.388287), (434722.720735, 101883.306885), (430960.831782, 103551.896421), (430029.393646, 116321.099501), (431195.830077, 117168.565170)))
00079	 35	 43.6153	 9.2923	 1.2000	 0.8797	 0.9434	 (((439243.169889, 83412.434819), (434129.152615, 83412.434847), (430791.585341, 93007.561092), (435508.841221, 98244.692065), (440718.537391, 95369.197082), (441284.266304, 84895.378149), (439243.169889, 83412.434819)))
00079	 41	 44.0355	 10.0536	 1.2000	 1.3524	 0.9419	 (((445474.659868, 98826.370111), (440718.537391, 95369.197082), (435508.841221, 98244.692065), (434722.720735, 101883.306885), (439495.459859, 105950.388287), (444955.801279, 102983.262062), (445474.659868, 98826.370111)))
00079	 16	 44.4506	 10.8175	 1.2000	 0.6827	 0.9672	 (((438990.966693, 115923.798806), (441415.830077, 117685.565170), (447596.169957, 117685.565159), (452212.161101, 114331.851276), (450901.309349, 108076.639177), (444955.801279, 102983.262062), (439495.459859, 105950.388287), (438990.966693, 115923.798806)))
00079	 10	 44.5521	 9.3429	 1.2000	 0.8298	 0.9774	 (((448611.169889, 83918.434819), (442430.830008, 83918.434853), (441292.361161, 84745.580895), (440718.537391, 95369.197082), (445474.659868, 98826.370111), (450166.876774, 96288.633168), (449935.529774, 84880.638585), (448611.169889, 83918.434819)))
00079	 6	 45.0017	 10.1742	 1.2000	 1.3419	 1.0037	 (((455833.081850, 99406.079330), (450166.876774, 96288.633168), (445474.659868, 98826.370111), (444955.801279, 102983.262062), (450901.309349, 108076.639177), (455833.081850, 99406.079330)))
00079	 31	 45.4693	 9.3243	 1.2000	 0.7439	 1.0013	 (((461453.092972, 86398.643978), (457783.169889, 83732.434819), (451602.830008, 83732.434853), (449936.697401, 84942.951061), (450166.876774, 96288.633168), (455833.081850, 99406.079330), (457031.603270, 99201.896133), (461453.092972, 86398.643978)))
00079	 9	 45.6798	 10.5599	 1.2000	 0.7845	 1.0025	 (((453707.830077, 115109.565170), (459888.169957, 115109.565159), (460565.398933, 114617.529505), (461478.332953, 101853.886426), (457031.603270, 99201.896133), (455833.081850, 99406.079330), (450901.309349, 108076.639177), (452135.823526, 113967.435562), (453707.830077, 115109.565170)))
00079	 42	 46.2549	 9.5956	 1.2000	 0.7377	 0.9979	 (((470553.912014, 90015.966798), (465639.169889, 86445.434819), (461436.947436, 86445.396403), (457031.603270, 99201.896133), (461478.332953, 101853.886426), (466649.583339, 100328.843352), (470553.912014, 90015.966798)))
00079	 44	 46.5578	 10.6227	 1.2000	 0.6430	 0.9735	 (((462487.830077, 115737.565170), (468668.169957, 115737.565159), (473668.169948, 112104.852517), (474658.180838, 109057.830252), (466649.583339, 100328.843352), (461478.332953, 101853.886426), (460584.140236, 114354.453548), (462487.830077, 115737.565170)))
00079	 32	 47.2618	 9.9768	 1.2000	 0.5417	 1.0186	 (((470462.718981, 90256.843674), (466649.583339, 100328.843352), (474860.954352, 109278.843650), (475708.169957, 109278.565159), (479999.979473, 106160.383016), (479999.979427, 93375.616931), (475708.169889, 90257.434819), (470462.718981, 90256.843674)))
00080	 20	 33.3563	 9.3793	 1.2000	 0.4771	 0.9777	 (((338801.190006, 85843.062765), (336653.169889, 84282.434819), (330472.830008, 84282.434853), (325472.830031, 87915.147512), (323563.000000, 93793.000036), (325472.830073, 99670.852546), (328922.868939, 102177.281814), (337149.508766, 99834.458701), (338801.190006, 85843.062765)))
00080	 33	 33.7284	 10.6859	 1.2000	 0.5166	 0.9819	 (((328793.283251, 102214.185866), (327284.000000, 106859.000036), (329193.830073, 112736.852546), (334193.830077, 116369.565170), (340179.924023, 116369.565159), (342894.660662, 102101.091359), (337149.508766, 99834.458701), (328793.283251, 102214.185866)))
00080	 37	 34.2044	 9.4794	 1.2000	 0.7853	 0.9761	 (((338953.830008, 85283.434853), (338858.792607, 85352.483567), (337149.508766, 99834.458701), (342894.660662, 102101.091359), (347140.809288, 100770.571939), (347471.731841, 100162.574899), (344262.505823, 85283.434824), (338953.830008, 85283.434853)))
00080	 22	 34.6366	 10.8587	 1.2000	 0.7412	 0.9956	 (((343275.830077, 118097.565170), (345660.294662, 118097.565165), (353015.674773, 108187.578784), (347140.809288, 100770.571939), (342894.660662, 102101.091359), (340266.997310, 115911.520216), (343275.830077, 118097.565170)))
00080	 4	 35.0204	 9.3034	 1.2000	 0.7804	 0.9563	 (((353294.169889, 83523.434819), (347113.830008, 83523.434853), (344320.607967, 85552.829475), (347471.731841, 100162.574899), (354472.009054, 96393.501794), (354269.846830, 84232.305601), (353294.169889, 83523.434819)))
00080	 49	 35.4559	 11.4668	 1.2000	 0.5498	 0.9841	 (((345669.367500, 118085.359772), (346468.830073, 120545.852546), (351468.830077, 124178.565170), (357649.169957, 124178.565159), (362649.169948, 120545.852517), (363376.962997, 118305.935830), (363332.470304, 117236.468154), (354771.216144, 108237.807304), (353015.674773, 108187.578784), (345669.367500, 118085.359772)))
00080	 48	 35.4927	 10.1806	 1.2000	 0.9741	 0.9454	 (((362230.230664, 99613.616441), (354472.009054, 96393.501794), (347471.731841, 100162.574899), (347140.809288, 100770.571939), (353015.674773, 108187.578784), (354771.216144, 108237.807304), (361949.957173, 101347.752649), (362230.230664, 99613.616441)))
00080	 21	 35.8626	 9.2894	 1.2000	 0.8927	 0.9326	 (((355535.830008, 83383.434853), (354271.016166, 84302.375908), (354472.009054, 96393.501794), (362230.230664, 99613.616441), (364590.622555, 97520.286276), (359204.788190, 83383.434833), (355535.830008, 83383.434853)))
00080	 1	 36.1204	 10.8346	 1.2000	 1.0310	 0.9868	 (((367133.925913, 110005.969342), (361949.957173, 101347.752649), (354771.216144, 108237.807304), (363332.470304, 117236.468154), (367133.925913, 110005.969342)))
00080	 38	 36.5965	 9.0098	 1.2000	 0.6949	 0.9314	 (((369055.169889, 80587.434819), (362874.830008, 80587.434853), (359166.088163, 83281.993555), (364590.622555, 97520.286276), (367176.588059, 97053.967678), (373206.787216, 83603.761329), (369055.169889, 80587.434819)))
00080	 30	 36.8471	 10.3995	 1.2000	 1.0067	 0.9638	 (((367176.588059, 97053.967678), (364590.622555, 97520.286276), (362230.230664, 99613.616441), (361949.957173, 101347.752649), (367133.925913, 110005.969342), (372746.718341, 108093.504057), (372578.526997, 99437.325021), (367176.588059, 97053.967678)))
00080	 11	 37.1863	 11.3950	 1.2000	 0.6759	 0.9773	 (((363772.830073, 119827.852546), (368772.830077, 123460.565170), (368915.763104, 123460.565169), (379681.038518, 113811.668023), (377867.849349, 110622.688841), (372746.718341, 108093.504057), (367133.925913, 110005.969342), (363332.470304, 117236.468154), (363391.269090, 118653.528601), (363772.830073, 119827.852546)))
00080	 12	 37.3176	 9.3331	 1.2000	 1.0655	 0.9472	 (((375071.045465, 83820.434826), (373109.747672, 83820.434836), (367176.588059, 97053.967678), (372578.526997, 99437.325021), (377424.560085, 97737.221612), (375071.045465, 83820.434826)))
00080	 2	 37.6860	 10.3832	 1.2000	 1.1611	 0.9440	 (((377424.560085, 97737.221612), (372578.526997, 99437.325021), (372746.718341, 108093.504057), (377867.849349, 110622.688841), (382074.625432, 101863.201306), (379877.637669, 98395.698115), (377424.560085, 97737.221612)))
00080	 23	 37.8691	 12.1568	 1.2000	 0.4747	 0.9803	 (((369217.942544, 123189.762411), (370600.830073, 127445.852546), (375600.830077, 131078.565170), (381781.169957, 131078.565159), (386781.169948, 127445.852517), (388208.140183, 123054.089713), (381506.931940, 114459.046370), (379681.038518, 113811.668023), (369217.942544, 123189.762411)))
00080	 47	 37.9988	 9.2179	 1.2000	 1.0090	 0.9591	 (((376897.830008, 82668.434853), (375097.439283, 83976.495295), (377424.560085, 97737.221612), (379877.637669, 98395.698115), (384900.674532, 93127.128985), (380633.634707, 82668.434832), (376897.830008, 82668.434853)))
00080	 3	 38.3798	 10.7164	 1.2000	 1.1857	 0.9337	 (((388235.222485, 103396.803886), (382074.625432, 101863.201306), (377867.849349, 110622.688841), (379681.038518, 113811.668023), (381506.931940, 114459.046370), (388445.990465, 108630.589781), (388235.222485, 103396.803886)))
00080	 25	 38.6082	 9.7989	 1.2000	 1.2738	 0.9706	 (((390498.335314, 94166.088752), (384900.674532, 93127.128985), (379877.637669, 98395.698115), (382074.625432, 101863.201306), (388235.222485, 103396.803886), (390358.007825, 101738.543569), (390498.335314, 94166.088752)))
00080	 19	 38.7748	 8.9013	 1.2000	 0.8357	 0.9315	 (((390641.471691, 79502.434820), (384657.830008, 79502.434853), (380557.381140, 82481.585369), (384900.674532, 93127.128985), (390498.335314, 94166.088752), (391801.500051, 93164.575916), (390641.471691, 79502.434820)))
00080	 36	 38.9088	 11.3462	 1.2000	 0.9633	 0.9364	 (((390670.765671, 122972.565161), (394087.292079, 111907.740096), (388445.990465, 108630.589781), (381506.931940, 114459.046370), (388144.479289, 122972.565166), (390670.765671, 122972.565161)))
00080	 13	 39.2961	 10.6795	 1.2000	 1.4824	 0.9226	 (((396459.255104, 103015.253382), (390358.007825, 101738.543569), (388235.222485, 103396.803886), (388445.990465, 108630.589781), (394087.292079, 111907.740096), (396795.047595, 110621.005272), (396459.255104, 103015.253382)))
00080	 5	 39.4770	 9.8150	 1.2000	 1.3361	 0.9689	 (((401016.043538, 99999.844356), (401012.124924, 99753.842441), (395724.147211, 93295.987208), (391801.500051, 93164.575916), (390498.335314, 94166.088752), (390358.007825, 101738.543569), (396459.255104, 103015.253382), (401016.043538, 99999.844356)))
00080	 15	 39.5097	 8.8389	 1.2000	 0.7735	 0.9265	 (((398187.169889, 78878.434819), (392006.830008, 78878.434853), (390670.737118, 79849.163168), (391801.500051, 93164.575916), (395724.147211, 93295.987208), (402416.138630, 85728.293929), (402594.927153, 82080.550280), (398187.169889, 78878.434819)))
00080	 24	 39.7340	 11.6010	 1.2000	 0.6027	 0.9694	 (((390683.965868, 122929.813187), (394249.830077, 125520.565170), (400430.169957, 125520.565159), (405430.169948, 121887.852517), (406520.274212, 118532.856567), (402000.810608, 112223.996043), (396795.047595, 110621.005272), (394087.292079, 111907.740096), (390683.965868, 122929.813187)))
00080	 43	 40.0277	 10.6472	 1.2000	 1.3649	 0.9313	 (((401016.043538, 99999.844356), (396459.255104, 103015.253382), (396795.047595, 110621.005272), (402000.810608, 112223.996043), (405288.233284, 103471.249240), (401016.043538, 99999.844356)))
00080	 40	 40.0671	 9.3318	 1.2000	 1.4104	 0.9388	 (((402416.138630, 85728.293929), (395724.147211, 93295.987208), (401012.124924, 99753.842441), (405874.110312, 92903.626083), (402416.138630, 85728.293929)))
00080	 26	 40.7085	 10.9029	 1.2000	 1.1222	 0.9375	 (((407478.377014, 118539.565163), (412038.583021, 107319.400073), (407990.103840, 103499.299715), (405288.233284, 103471.249240), (402000.810608, 112223.996043), (406525.077404, 118539.565165), (407478.377014, 118539.565163)))
00080	 50	 40.7200	 9.7952	 1.2000	 1.3317	 0.9195	 (((412403.347654, 97110.662243), (410934.277794, 94182.946079), (405874.110312, 92903.626083), (401012.124924, 99753.842441), (401016.043538, 99999.844356), (405288.233284, 103471.249240), (407990.103840, 103499.299715), (412403.347654, 97110.662243)))
00080	 18	 40.9440	 8.9092	 1.2000	 0.6581	 0.9562	 (((417689.339653, 83704.021523), (417530.169906, 83214.147425), (412530.169889, 79581.434819), (406349.830008, 79581.434853), (402583.292631, 82317.924316), (402416.138630, 85728.293929), (405874.110312, 92903.626083), (410934.277794, 94182.946079), (417689.339653, 83704.021523)))
00080	 14	 41.3458	 10.2275	 1.2000	 1.3748	 0.9491	 (((419597.739138, 99334.220350), (412403.347654, 97110.662243), (407990.103840, 103499.299715), (412038.583021, 107319.400073), (415032.813380, 107030.907132), (419588.322478, 100831.347003), (419597.739138, 99334.220350)))
00080	 45	 41.4395	 11.2000	 1.2000	 0.6941	 0.9216	 (((407418.473473, 118686.961833), (411304.830077, 121510.565170), (417485.169957, 121510.565159), (422485.169948, 117877.852517), (423013.291745, 116252.460755), (415032.813380, 107030.907132), (412038.583021, 107319.400073), (407418.473473, 118686.961833)))
00080	 29	 41.6188	 9.3442	 1.2000	 1.0689	 0.9563	 (((417542.764947, 83931.434829), (410934.277794, 94182.946079), (412403.347654, 97110.662243), (419597.739138, 99334.220350), (420672.072466, 98187.300192), (419490.572595, 84085.754417), (419278.169889, 83931.434819), (417542.764947, 83931.434829)))
00080	 46	 42.0042	 10.7113	 1.2000	 1.1068	 0.9264	 (((423256.360193, 116533.335670), (425765.482404, 114710.351672), (425760.332470, 108166.199457), (419588.322478, 100831.347003), (415032.813380, 107030.907132), (423256.360193, 116533.335670)))
00080	 28	 42.4304	 9.2762	 1.2000	 0.9699	 0.9450	 (((424175.072230, 83251.434837), (421213.830008, 83251.434853), (419523.563181, 84479.485599), (420672.072466, 98187.300192), (428855.926171, 96995.990518), (429705.355038, 95356.628255), (424175.072230, 83251.434837)))
00080	 17	 42.5700	 10.2352	 1.2000	 1.3133	 0.9142	 (((428855.926171, 96995.990518), (420672.072466, 98187.300192), (419597.739138, 99334.220350), (419588.322478, 100831.347003), (425760.332470, 108166.199457), (430983.758834, 101816.087062), (428855.926171, 96995.990518)))
00080	 7	 43.1280	 8.9575	 1.2000	 0.6803	 0.9238	 (((434370.169889, 80064.434819), (428189.830008, 80064.434853), (424082.353675, 83048.691121), (429705.355038, 95356.628255), (435526.824381, 92907.033199), (438914.574602, 83366.138066), (434370.169889, 80064.434819)))
00080	 34	 43.1477	 10.7104	 1.2000	 0.8509	 0.9128	 (((428386.830077, 116614.565170), (434567.169957, 116614.565159), (435241.909365, 116124.338283), (435246.939954, 103487.856535), (430983.758834, 101816.087062), (425760.332470, 108166.199457), (425765.484440, 114710.046094), (428386.830077, 116614.565170)))
00080	 8	 43.4940	 9.8273	 1.2000	 1.2717	 0.9506	 (((439467.965609, 101541.234560), (440152.579529, 98155.519890), (435526.824381, 92907.033199), (429705.355038, 95356.628255), (428855.926171, 96995.990518), (430983.758834, 101816.087062), (435246.939954, 103487.856535), (439467.965609, 101541.234560)))
00080	 39	 43.9014	 10.7107	 1.2000	 0.8454	 0.9267	 (((435923.830077, 116617.565170), (442104.169957, 116617.565159), (443795.394528, 115388.818581), (444346.803382, 105760.305770), (439467.965609, 101541.234560), (435246.939954, 103487.856535), (435241.906047, 116122.118364), (435923.830077, 116617.565170)))
00080	 35	 44.0924	 9.2999	 1.2000	 0.8759	 0.9388	 (((444014.169889, 83488.434819), (438870.799382, 83488.434847), (435526.824381, 92907.033199), (440152.579529, 98155.519890), (445544.261205, 95207.475560), (446285.104077, 85138.365064), (444014.169889, 83488.434819)))
00080	 41	 44.4910	 10.0289	 1.2000	 1.3933	 0.9208	 (((450292.689779, 99190.679377), (445544.261205, 95207.475560), (440152.579529, 98155.519890), (439467.965609, 101541.234560), (444346.803382, 105760.305770), (449830.679551, 102373.727619), (450292.689779, 99190.679377)))
